,0
2020-12-19,0.0
2020-12-20,-0.005875308764219933
2020-12-21,-0.03580201935203475
2020-12-22,0.009585945190307532
2020-12-23,-0.14589247561138752
2020-12-24,0.08569798386314575
2020-12-25,0.01495237438668262
2020-12-26,0.010332203419151309
2020-12-27,0.004904450660719428
2020-12-28,0.052756863449866964
2020-12-29,0.0008125480340808178
2020-12-30,-0.006393598187572458
2020-12-31,0.02240384458563094
2021-01-01,-0.01863335896627305
2021-01-02,-0.0635704950156375
2021-01-03,0.04290753479854126
2021-01-04,0.013213926946045618
2021-01-05,0.015393676090985187
2021-01-06,0.08525194498748379
2021-01-07,-0.02308265055868397
2021-01-08,-0.03570405523775011
2021-01-09,-0.0367641209879358
2021-01-10,-0.011848477985621275
2021-01-11,-0.04451216292863125
2021-01-12,-0.007252387004518357
2021-01-13,0.04706977084988684
2021-01-14,0.03475871112133677
2021-01-15,0.00323150860598842
2021-01-16,0.04248567765996536
2021-01-17,0.009426621206540808
2021-01-18,0.004618272272098878
2021-01-19,-0.012353785260269645
2021-01-20,0.009544143074792233
2021-01-21,-0.0556669102802102
2021-01-22,0.04581069591353537
2021-01-23,0.013489685605546642
2021-01-24,0.007132580199380234
2021-01-25,-0.011784492166039384
2021-01-26,0.014036309331665775
2021-01-27,-0.03546141518807
2021-01-28,0.17914642490672628
2021-01-29,0.011997600044599821
2021-01-30,-0.023460822111383672
2021-01-31,-0.004990560562965873
2021-02-01,0.021056340011623487
2021-02-02,0.024689373601521902
2021-02-03,0.09556185861213695
2021-02-04,-0.01046014714239274
2021-02-05,0.06858369619273375
2021-02-06,0.039632696420087266
2021-02-07,0.04294930948832687
2021-02-08,0.061972256353951316
2021-02-09,0.031967488298116686
2021-02-10,0.06205319692853761
2021-02-11,0.01801942887069652
2021-02-12,0.027709994734798515
2021-02-13,0.010853256397742372
2021-02-14,-0.026640503982417463
2021-02-15,-0.0008408017145044022
2021-02-16,0.0042214682419794425
2021-02-17,0.02885507912119678
2021-02-18,0.02216240445423101
2021-02-19,0.06736921111163707
2021-02-20,-0.033362660795483556
2021-02-21,0.02062700182170696
2021-02-22,0.013979163055223509
2021-02-23,-0.06048951012046566
2021-02-24,0.02488932356738105
2021-02-25,-0.032159293967465974
2021-02-26,0.002591930518113683
2021-02-27,0.008710250332995662
2021-02-28,-0.010501469151717457
2021-03-01,0.04011123879288925
2021-03-02,-0.008920926803228868
2021-03-03,0.0144659552650368
2021-03-04,-0.020648760077941586
2021-03-05,-0.004399796485799468
2021-03-06,0.006406578973850108
2021-03-07,0.015908706597248523
2021-03-08,0.012355831133927131
2021-03-09,0.04879384230981065
2021-03-10,-0.02190294403328885
2021-03-11,0.019027780751781354
2021-03-12,-0.016947169371182014
2021-03-13,0.03374433284099365
2021-03-14,-0.040393851941225134
2021-03-15,-0.020813782473240283
2021-03-16,0.053019622281913925
2021-03-17,0.025656081188094815
2021-03-18,-0.013656546165259242
2021-03-19,0.004505102416511253
2021-03-20,-0.004743746879638966
2021-03-21,-0.029145462815942103
2021-03-22,-0.039259804681800126
2021-03-23,-0.010603191819435698
2021-03-24,-0.05736713809287819
2021-03-25,-0.011600394133266634
2021-03-26,0.07899779069076329
2021-03-27,0.008896481076936968
2021-03-28,0.011381738238837036
2021-03-29,0.0391739592391529
2021-03-30,0.012171818769167286
2021-03-31,0.003331835146846762
2021-04-01,0.03330775492492699
2021-04-02,0.038083043061795774
2021-04-03,-0.03635577436349813
2021-04-04,0.048657399083407826
2021-04-05,0.05201205152635513
2021-04-06,0.0469727181728381
2021-04-07,-0.046872494132408016
2021-04-08,0.050852486979837686
2021-04-09,0.003085605754463483
2021-04-10,0.0405570204248209
2021-04-11,0.004919309618643952
2021-04-12,0.007791093752830047
2021-04-13,0.04790736934795059
2021-04-14,0.008071074454632177
2021-04-15,0.08856275342372433
2021-04-16,0.058199065571855835
2021-04-17,-0.02264253505547742
2021-04-18,-0.03461903038638636
2021-04-19,-0.006925281902361191
2021-04-20,0.02020430956966779
2021-04-21,-0.01501277164367365
2021-04-22,-0.01774678069550173
2021-04-23,-0.0034994412830043897
2021-04-24,-0.02658871310806077
2021-04-25,0.009504601229179732
2021-04-26,0.0783796412879858
2021-04-27,0.03829612305810559
2021-04-28,0.0029037473471773545
2021-04-29,0.002498100165123862
2021-04-30,0.02640538027355621
2021-05-01,0.021448291274188458
2021-05-02,-0.010821362258048528
2021-05-03,0.025149995857552288
2021-05-04,-0.00350880955964461
2021-05-05,0.07828331401361699
2021-05-06,0.007796366702045754
2021-05-07,-3.976055102017373e-05
2021-05-08,0.012056296128805544
2021-05-09,0.012405413778707297
2021-05-10,-0.027986942962102357
2021-05-11,0.028473902303384202
2021-05-12,-0.05576145063666127
2021-05-13,0.031500641256011264
2021-05-14,0.05890491445653634
2021-05-15,-0.025611195688022392
2021-05-16,0.006863613203343499
2021-05-17,-0.014481184930259738
2021-05-18,0.04967318517573771
2021-05-19,-0.18614208101308316
2021-05-20,0.05111747668176503
2021-05-21,-0.03967948024874868
